1,10,45
2,10,45
3,10,45
4,10,45
5,10,45
6,10,45
7,10,45
8,7,110
9,7,110
10,7,110
11,7,110
12,7,110
13,7,110
14,7,110
15,7,90
16,7,90
17,7,90
18,7,90
19,7,90
21,7,90
22,7,85
23,7,85
24,7,85
25,7,85
26,7,85
27,7,85
28,7,85
29,10,50
30,10,50
31,10,50
32,10,50
33,10,50
34,10,50
35,10,50
36,8,30
37,8,30
38,8,30
39,8,30
40,8,30
41,8,30
42,8,30
43,8,30
44,8,30
45,8,30
46,8,30
47,8,30
49,8,30
50,10,45
51,10,45
52,10,45
53,10,45
54,10,45
55,10,45
56,10,45
57,7,45
58,7,45
59,7,45
60,7,45
61,7,45
62,7,45
63,7,45
71,7,85
72,7,85
73,7,85
74,7,85
75,7,85
76,7,85
77,7,85
78,10,45
79,10,45
80,10,45
81,10,45
82,10,45
83,10,45
84,10,45
85,7,110
86,7,110
87,7,110
88,7,110
89,7,110
90,7,110
92,8,30
93,8,30
94,8,30
95,8,30
96,8,30
97,8,30
98,8,30
99,8,30
100,8,30
101,8,30
102,8,30
103,8,30
104,8,30
105,8,30
106,10,50
107,10,50
108,10,50
109,10,50
110,10,50
111,10,50
112,10,50
113,7,100
114,7,100
115,7,100
116,7,100
117,7,100
118,7,100
119,7,100
120,7,95
121,7,95
122,7,95
123,7,95
124,7,95
126,7,95
127,7,90
128,7,90
129,7,90
130,7,90
131,7,90
132,7,90
133,7,90
134,8,30
135,8,30
136,8,30
137,8,30
138,8,30
139,8,30
140,8,30
141,10,35
142,10,35
143,10,35
144,10,35
145,10,35
146,10,35
147,10,35
155,10,40
156,10,40
157,10,40
158,10,40
159,10,40
160,10,40
161,10,40
162,8,30
163,8,30
164,8,30
165,8,30
166,8,30
167,8,30
168,8,30
169,8,30
170,8,30
171,8,30
172,8,30
173,8,30
174,8,30
175,8,30
176,7,55
177,7,55
178,7,55
179,7,55
181,7,55
182,7,55
183,10,50
184,10,50
185,10,50
186,10,50
187,10,50
188,10,50
189,10,50
190,10,40
191,10,40
192,10,40
193,10,40
194,10,40
195,10,40
196,10,40
197,10,35
198,10,35
199,10,35
200,10,35
201,10,35
202,10,35
204,16,30
205,16,30
206,16,30
207,16,30
208,16,30
209,16,30
210,16,30
211,17,50
212,17,50
213,17,50
214,17,50
215,17,50
216,17,50
218,20,40
219,20,40
220,20,40
221,20,40
222,20,40
223,20,40
224,20,40
225,20,30
226,20,30
227,20,30
228,20,30
229,20,30
230,20,30
231,20,30
232,19,75
233,19,75
234,19,75
235,19,75
236,19,75
237,19,75
238,19,75
246,19,65
247,19,65
248,19,65
249,19,65
250,19,65
251,19,65
252,19,65
253,18,30
254,18,30
255,18,30
256,18,30
257,18,30
258,18,30
259,18,30
260,17,40
262,17,40
263,17,40
264,17,40
265,17,40
266,17,40
267,17,35
268,17,35
269,17,35
270,17,35
271,17,35
272,17,35
273,17,35
274,16,30
275,16,30
276,16,30
277,16,30
278,16,30
279,16,30
280,16,30
288,16,30
289,16,30
290,16,30
291,16,30
292,16,30
293,16,30
294,16,30
295,20,30
296,20,30
297,20,30
298,20,30
299,20,30
300,20,30
301,20,30
302,19,30
303,19,30
304,19,30
305,19,30
307,19,30
308,19,30
309,18,30
310,18,30
311,18,30
312,18,30
313,18,30
314,18,30
315,18,30
316,17,50
317,17,50
318,17,50
319,17,50
320,17,50
321,17,50
322,17,50
323,16,30
324,16,30
325,16,30
326,16,30
327,16,30
328,16,30
329,16,30
330,17,45
331,17,45
332,17,45
333,17,45
334,17,45
335,17,45
336,17,45
337,20,40
339,20,40
340,20,40
341,20,40
342,20,40
343,20,40
344,19,55
345,19,55
346,19,55
347,19,55
348,19,55
349,19,55
350,19,55
351,18,30
352,18,30
353,18,30
354,18,30
355,18,30
356,18,30
357,18,30
365,16,30
366,16,30
367,16,30
368,16,30
369,16,30
370,16,30
372,17,45
373,17,45
374,17,45
375,17,45
376,17,45
377,17,45
378,17,45
379,20,50
380,20,50
381,20,50
382,20,50
383,20,50
384,20,50
385,20,50
386,20,30
387,20,30
388,20,30
389,20,30
390,20,30
391,20,30
392,20,30
393,16,30
394,16,30
395,16,30
396,16,30
397,16,30
399,16,30
400,18,30
401,18,30
402,18,30
403,18,30
404,18,30
405,18,30
406,18,30
407,18,30
408,18,30
409,18,30
410,18,30
411,18,30
412,18,30
413,18,30
414,1,50
415,1,50
416,1,50
417,1,50
418,1,50
419,1,50
420,1,50
421,4,50
422,4,50
423,4,50
424,4,50
425,4,50
426,4,50
427,4,50
435,6,55
436,6,55
437,6,55
438,6,55
439,6,55
440,6,55
441,6,55
442,4,45
443,4,45
444,4,45
446,4,45
447,4,45
448,4,45
449,6,60
450,6,60
451,6,60
452,6,60
453,6,60
454,6,60
455,6,60
456,1,40
457,1,40
458,1,40
459,1,40
460,1,40
461,1,40
462,1,40
463,1,45
464,1,45
465,1,45
466,1,45
467,1,45
468,1,45
469,1,45
470,4,50
471,4,50
472,4,50
473,4,50
474,4,50
475,4,50
476,4,50
484,1,40
485,1,40
486,1,40
488,1,40
489,1,40
490,1,40
491,6,60
492,6,60
493,6,60
494,6,60
495,6,60
496,6,60
497,6,60
498,1,45
499,1,45
500,1,45
501,1,45
502,1,45
503,1,45
504,1,45
505,1,50
506,1,50
507,1,50
508,1,50
509,1,50
510,1,50
511,1,50
512,1,50
513,4,50
514,4,50
515,4,50
516,4,50
517,4,50
518,4,50
519,6,55
520,6,55
521,6,55
522,6,55
523,6,55
524,6,55
525,6,55
527,1,40
528,1,40
529,1,40
530,1,40
531,1,40
532,1,40
533,1,40
534,1,40
535,1,40
536,1,40
537,1,40
538,1,40
539,1,40
540,4,45
541,4,45
542,4,45
543,4,45
544,4,45
545,4,45
546,4,45
547,6,60
548,6,60
549,6,60
550,6,60
551,6,60
552,6,60
553,6,60
554,6,55
555,6,55
556,6,55
557,6,55
558,6,55
559,6,55
560,6,55
561,1,40
562,1,40
563,1,40
564,1,40
566,1,40
567,1,40
569,1,40
570,1,40
571,1,40
572,1,40
573,1,40
574,1,40
575,1,45
576,1,45
577,1,45
578,1,45
579,1,45
580,1,45
581,1,45
582,6,50
583,6,50
584,6,50
585,6,50
586,6,50
587,6,50
588,6,50
589,4,45
590,4,45
591,4,45
592,4,45
593,4,45
594,4,45
595,4,45
596,4,40
597,4,40
598,4,40
599,4,40
600,4,40
602,4,40
603,6,45
604,6,45
605,6,45
606,6,45
607,6,45
608,6,45
609,6,45
617,2,30
618,2,30
619,2,30
620,2,30
621,2,30
622,2,30
623,2,30
624,2,30
625,2,30
