DetailID,MeetingID,Price,PaymentDate,PaymentStatus
1,1,125.0000,2020-08-21 21:38:49.000,udana
1,2,125.0000,2020-08-21 21:38:49.000,udana
1,3,125.0000,2020-08-21 21:38:49.000,udana
1,4,125.0000,2020-08-21 21:38:49.000,udana
1,5,125.0000,2020-08-21 21:38:49.000,udana
1,6,125.0000,2020-08-21 21:38:49.000,udana
1,7,125.0000,2020-08-21 21:38:49.000,udana
1,8,170.0000,2020-08-21 21:38:49.000,udana
1,9,170.0000,2020-08-21 21:38:49.000,udana
1,10,170.0000,2020-08-21 21:38:49.000,udana
1,11,170.0000,2020-08-21 21:38:49.000,udana
1,12,170.0000,2020-08-21 21:38:49.000,udana
1,13,170.0000,2020-08-21 21:38:49.000,udana
1,14,170.0000,2020-08-21 21:38:49.000,udana
1,15,90.0000,2020-08-21 21:38:49.000,udana
1,16,90.0000,2020-08-21 21:38:49.000,udana
1,17,90.0000,2020-08-21 21:38:49.000,udana
1,18,90.0000,2020-08-21 21:38:49.000,udana
1,19,90.0000,2020-08-21 21:38:49.000,udana
1,20,90.0000,2020-08-21 21:38:49.000,udana
1,21,90.0000,2020-08-21 21:38:49.000,udana
1,22,90.0000,2020-08-21 21:38:49.000,udana
1,23,90.0000,2020-08-21 21:38:49.000,udana
1,24,90.0000,2020-08-21 21:38:49.000,udana
1,25,90.0000,2020-08-21 21:38:49.000,udana
1,26,90.0000,2020-08-21 21:38:49.000,udana
1,27,90.0000,2020-08-21 21:38:49.000,udana
1,28,90.0000,2020-08-21 21:38:49.000,udana
1,29,85.0000,2020-08-21 21:38:49.000,udana
1,30,85.0000,2020-08-21 21:38:49.000,udana
1,31,85.0000,2020-08-21 21:38:49.000,udana
1,32,85.0000,2020-08-21 21:38:49.000,udana
1,33,85.0000,2020-08-21 21:38:49.000,udana
1,34,85.0000,2020-08-21 21:38:49.000,udana
1,35,85.0000,2020-08-21 21:38:49.000,udana
1,36,150.0000,2020-08-21 21:38:49.000,udana
1,37,150.0000,2020-08-21 21:38:49.000,udana
1,38,150.0000,2020-08-21 21:38:49.000,udana
1,39,150.0000,2020-08-21 21:38:49.000,udana
1,40,150.0000,2020-08-21 21:38:49.000,udana
1,41,150.0000,2020-08-21 21:38:49.000,udana
1,42,150.0000,2020-08-21 21:38:49.000,udana
1,43,170.0000,2020-08-21 21:38:49.000,udana
1,44,170.0000,2020-08-21 21:38:49.000,udana
1,45,170.0000,2020-08-21 21:38:49.000,udana
1,46,170.0000,2020-08-21 21:38:49.000,udana
1,47,170.0000,2020-08-21 21:38:49.000,udana
1,48,170.0000,2020-08-21 21:38:49.000,udana
1,49,170.0000,2020-08-21 21:38:49.000,udana
1,50,60.0000,2020-08-21 21:38:49.000,udana
1,51,60.0000,2020-08-21 21:38:49.000,udana
1,52,60.0000,2020-08-21 21:38:49.000,udana
1,53,60.0000,2020-08-21 21:38:49.000,udana
1,54,60.0000,2020-08-21 21:38:49.000,udana
1,55,60.0000,2020-08-21 21:38:49.000,udana
1,56,60.0000,2020-08-21 21:38:49.000,udana
1,57,75.0000,2020-08-21 21:38:49.000,udana
1,58,75.0000,2020-08-21 21:38:49.000,udana
1,59,75.0000,2020-08-21 21:38:49.000,udana
1,60,75.0000,2020-08-21 21:38:49.000,udana
1,61,75.0000,2020-08-21 21:38:49.000,udana
1,62,75.0000,2020-08-21 21:38:49.000,udana
1,63,75.0000,2020-08-21 21:38:49.000,udana
1,64,145.0000,2020-08-21 21:38:49.000,udana
1,65,145.0000,2020-08-21 21:38:49.000,udana
1,66,145.0000,2020-08-21 21:38:49.000,udana
1,67,145.0000,2020-08-21 21:38:49.000,udana
1,68,145.0000,2020-08-21 21:38:49.000,udana
1,69,145.0000,2020-08-21 21:38:49.000,udana
1,70,145.0000,2020-08-21 21:38:49.000,udana
1,71,75.0000,2020-08-21 21:38:49.000,udana
1,72,75.0000,2020-08-21 21:38:49.000,udana
1,73,75.0000,2020-08-21 21:38:49.000,udana
1,74,75.0000,2020-08-21 21:38:49.000,udana
1,75,75.0000,2020-08-21 21:38:49.000,udana
1,76,75.0000,2020-08-21 21:38:49.000,udana
1,77,75.0000,2020-08-21 21:38:49.000,udana
1,78,115.0000,2020-08-21 21:38:49.000,udana
1,79,115.0000,2020-08-21 21:38:49.000,udana
1,80,115.0000,2020-08-21 21:38:49.000,udana
1,81,115.0000,2020-08-21 21:38:49.000,udana
1,82,115.0000,2020-08-21 21:38:49.000,udana
1,83,115.0000,2020-08-21 21:38:49.000,udana
1,84,115.0000,2020-08-21 21:38:49.000,udana
1,85,170.0000,2020-08-21 21:38:49.000,udana
1,86,170.0000,2020-08-21 21:38:49.000,udana
1,87,170.0000,2020-08-21 21:38:49.000,udana
1,88,170.0000,2020-08-21 21:38:49.000,udana
1,89,170.0000,2020-08-21 21:38:49.000,udana
1,90,170.0000,2020-08-21 21:38:49.000,udana
1,91,170.0000,2020-08-21 21:38:49.000,udana
1,92,150.0000,2020-08-21 21:38:49.000,udana
1,93,150.0000,2020-08-21 21:38:49.000,udana
1,94,150.0000,2020-08-21 21:38:49.000,udana
1,95,150.0000,2020-08-21 21:38:49.000,udana
1,96,150.0000,2020-08-21 21:38:49.000,udana
1,97,150.0000,2020-08-21 21:38:49.000,udana
1,98,150.0000,2020-08-21 21:38:49.000,udana
1,99,185.0000,2020-08-21 21:38:49.000,udana
1,100,185.0000,2020-08-21 21:38:49.000,udana
1,101,185.0000,2020-08-21 21:38:49.000,udana
1,102,185.0000,2020-08-21 21:38:49.000,udana
1,103,185.0000,2020-08-21 21:38:49.000,udana
1,104,185.0000,2020-08-21 21:38:49.000,udana
1,105,185.0000,2020-08-21 21:38:49.000,udana
1,106,170.0000,2020-08-21 21:38:49.000,udana
1,107,170.0000,2020-08-21 21:38:49.000,udana
1,108,170.0000,2020-08-21 21:38:49.000,udana
1,109,170.0000,2020-08-21 21:38:49.000,udana
1,110,170.0000,2020-08-21 21:38:49.000,udana
1,111,170.0000,2020-08-21 21:38:49.000,udana
1,112,170.0000,2020-08-21 21:38:49.000,udana
1,113,195.0000,2020-08-21 21:38:49.000,udana
1,114,195.0000,2020-08-21 21:38:49.000,udana
1,115,195.0000,2020-08-21 21:38:49.000,udana
1,116,195.0000,2020-08-21 21:38:49.000,udana
1,117,195.0000,2020-08-21 21:38:49.000,udana
1,118,195.0000,2020-08-21 21:38:49.000,udana
1,119,195.0000,2020-08-21 21:38:49.000,udana
1,120,55.0000,2020-08-21 21:38:49.000,udana
1,121,55.0000,2020-08-21 21:38:49.000,udana
1,122,55.0000,2020-08-21 21:38:49.000,udana
1,123,55.0000,2020-08-21 21:38:49.000,udana
1,124,55.0000,2020-08-21 21:38:49.000,udana
1,125,55.0000,2020-08-21 21:38:49.000,udana
1,126,55.0000,2020-08-21 21:38:49.000,udana
1,127,140.0000,2020-08-21 21:38:49.000,udana
1,128,140.0000,2020-08-21 21:38:49.000,udana
1,129,140.0000,2020-08-21 21:38:49.000,udana
1,130,140.0000,2020-08-21 21:38:49.000,udana
1,131,140.0000,2020-08-21 21:38:49.000,udana
1,132,140.0000,2020-08-21 21:38:49.000,udana
1,133,140.0000,2020-08-21 21:38:49.000,udana
1,134,55.0000,2020-08-21 21:38:49.000,udana
1,135,55.0000,2020-08-21 21:38:49.000,udana
1,136,55.0000,2020-08-21 21:38:49.000,udana
1,137,55.0000,2020-08-21 21:38:49.000,udana
1,138,55.0000,2020-08-21 21:38:49.000,udana
1,139,55.0000,2020-08-21 21:38:49.000,udana
